link,Product Name,Variant,Stock Availability,Pricing,Category
https://www.lazada.com.my/products/xiaomi-mi-smart-band-5-black-colour-original-1-year-warranty-by-mi-malaysia-i2223221110.html,Xiaomi Mi Smart Band 5 Black Colour (Original) 1 Year Warranty by Mi Malaysia,Black Bluetooth ,3,RM169.00,Smartwatches
https://www.lazada.com.my/products/sony-ps4-game-cyberpunk-2077-playstation-4-r3-i1783670062.html,Sony PS4 Game Cyberpunk 2077 Playstation 4 - R3,Not Specified ,11,RM259.00,Console Games
https://www.lazada.com.my/products/nintendo-switch-game-need-for-speed-hot-pursuit-remastered-eu-original-i2186175535.html,Nintendo Switch Game Need for Speed Hot Pursuit Remastered [EU] (Original),Black ,2,RM159.00,Console Games
https://www.lazada.com.my/products/xiaomi-mi-smart-band-6-black-colour-original-1-year-warranty-by-mi-malaysia-i2515040090.html,Xiaomi Mi Smart Band 6 Black Colour (Original) 1 Year Warranty by Mi Malaysia,Black Bluetooth ,5,RM189.00,Fitness Trackers
https://www.lazada.com.my/products/sandisk-ultra-256gb-120mbs-sdhcsdxc-uhs-i-memory-card-original-i2831275635.html,SanDisk Ultra 256GB 120MB/s SDHC/SDXC UHS-I Memory Card (Original),256GB ,1,RM210.00,SD Cards
https://www.lazada.com.my/products/xiaomi-redmi-watch-2-lite-beige-color-original-i2800749886.html,Xiaomi Redmi Watch 2 Lite Beige Color (Original),,0,RM249.00,Smartwatches
https://www.lazada.com.my/products/sandisk-ultra-usb-30-flash-drive-pendrive-original-i2831173592.html,SanDisk Ultra USB 3.0 Flash Drive/ Pendrive (Original),32GB ,0,RM29.00,Flash Drives
https://www.lazada.com.my/products/sandisk-ultra-usb-30-flash-drive-pendrive-original-i2831173592.html,SanDisk Ultra USB 3.0 Flash Drive/ Pendrive (Original),64GB ,0,RM43.00,Flash Drives
https://www.lazada.com.my/products/sandisk-ultra-usb-30-flash-drive-pendrive-original-i2831173592.html,SanDisk Ultra USB 3.0 Flash Drive/ Pendrive (Original),128GB ,0,RM76.00,Flash Drives
https://www.lazada.com.my/products/sandisk-ultra-usb-30-flash-drive-pendrive-original-i2831173592.html,SanDisk Ultra USB 3.0 Flash Drive/ Pendrive (Original),256GB ,0,RM153.00,Flash Drives
https://www.lazada.com.my/products/xiaomi-redmi-watch-2-lite-black-color-original-i2801578157.html,Xiaomi Redmi Watch 2 Lite Black Color (Original),Black Bluetooth ,0,RM249.00,Fitness Trackers
https://www.lazada.com.my/products/sandisk-extreme-2tb-portable-ssd-e30-original-3-years-warranty-i2846158242.html,SanDisk Extreme 2TB Portable SSD E30 (Original) 3 Years Warranty,,3,RM1635.00,SD Cards
https://www.lazada.com.my/products/mcdodo-ca-7110-super-charge-micro-usb-data-cable-original-1-year-warranty-by-supplier-warranty-i2797622367.html,Mcdodo CA-7110 Super Charge Micro USB Data Cable (Original) 1 Year Warranty by Supplier Warranty,Black 1.2 ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-7481-silver-colour-digital-pro-micro-usb-data-cable-12m-original-i2794919513.html,Mcdodo CA-7481 Silver Colour Digital Pro Micro USB Data Cable 1.2m (Original),Silver 1.2 ,2,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-7430-durable-sr-full-compatible-usb-c-cable-15m-original-i2790938323.html,Mcdodo CA-7430 Durable SR Full Compatible USB-C Cable 1.5m (Original),Black 1.5 ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-7480-black-colour-digital-pro-micro-usb-data-cable-12m-original-i2790860766.html,Mcdodo CA-7480 Black Colour Digital Pro Micro USB Data Cable 1.2m (Original),Black 1.2 ,2,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-4600-aluminum-alloy-auto-power-off-lightning-cable-12m-original-i2786451062.html,Mcdodo CA-4600 Aluminum Alloy Auto Power Off Lightning Cable 1.2m (Original),Not Specified ,10,RM69.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-0940-type-c-to-dual-type-c-and-dc35mm-3-in-1-audio-adapter-original-i2786429207.html,Mcdodo CA-0940 Type C To Dual Type C And DC3.5mm 3 In 1 Audio Adapter (Original),Not Specified 0.11 ,9,RM119.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-8121-100w-zinc-alloy-gold-plated-pd-type-c-to-type-c-cable-12m-original-i2786428235.html,Mcdodo CA-8121 100W Zinc Alloy Gold Plated PD Type-C To Type-C Cable 1.2m (Original),Not Specified ,10,RM69.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-8320-pd-100w-90-angel-type-c-to-type-c-cable-12m-original-i2786425252.html,Mcdodo CA-8320 PD 100W 90 Angel Type-C To Type-C Cable 1.2m (Original),Not Specified ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ot-770-otg-lightning-to-usb-c-adapter-original-i2786403287.html,Mcdodo OT-770 OTG Lightning To USB-C Adapter (Original),Not Specified Lightning ,10,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-6110-usb-c-to-35mm-dc-audio-cable-adapter-11cm-original-i2786394447.html,Mcdodo CA-6110 USB-C To 3.5mm DC Audio Cable Adapter 11cm (Original),Not Specified ,9,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-6200-dual-color-led-zinc-alloy-auto-power-off-micro-usb-cable-original-i2786391471.html,Mcdodo CA-6200 Dual Color LED Zinc Alloy Auto Power Off Micro USB Cable (Original),Not Specified ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ot-8600-otg-usb-a-30-to-lightning-adapter-original-i2786385311.html,Mcdodo OT-8600 OTG USB-A 3.0 to Lightning Adapter (Original),Not Specified Lightning ,9,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-7520-right-angle-led-tpe-nylon-braided-usb-c-cable-12m-original-i2786346688.html,Mcdodo CA-7520 Right Angle LED TPE Nylon Braided USB-C Cable 1.2m (Original),Not Specified ,10,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-0780-castle-series-lightning-to-355mm-male-cable-12m-original-i2786277857.html,Mcdodo CA-0780 Castle Series Lightning to 3.55mm Male Cable 1.2m (Original),Not Specified 1.2 ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/xiaomi-redmi-watch-2-lite-blue-color-original-i2801636018.html,Xiaomi Redmi Watch 2 Lite Blue Color (Original),Blue Bluetooth ,1,RM249.00,Fitness Trackers
https://www.lazada.com.my/products/sandisk-ultra-256gb-120mbs-microsdxc-uhs-i-memory-card-original-10-years-warranty-i2831263845.html,SanDisk Ultra 256GB 120MB/s microSDXC UHS-I Memory Card (Original) 10 Years Warranty,256GB ,3,RM169.00,SD Cards
https://www.lazada.com.my/products/dobe-tp5-0504-dual-charging-dock-for-ps5-wireless-controller-charger-original-i2180861088.html,Dobe TP5-0504 Dual Charging Dock For PS5 Wireless Controller Charger (Original),Not Specified ,4,RM59.00,Cables & Chargers
https://www.lazada.com.my/products/dobe-tp4-882-multifunction-cooling-fan-stand-with-dual-charging-station-for-playstation-4-ps4-pro-ps4-slim-by-dobe-i2180037831.html,Dobe TP4-882 Multifunction Cooling Fan Stand with Dual Charging Station for Playstation 4 PS4 Pro PS4 Slim by DOBE,Black ,0,RM129.00,Cables & Chargers
https://www.lazada.com.my/products/nintendo-switch-game-crash-team-racing-nitro-fueled-original-i1745010185.html,Nintendo Switch Game Crash Team Racing Nitro Fueled (Original),Black ,0,RM169.00,Console Games
https://www.lazada.com.my/products/oppo-reno7-pro-5g-smartphone-12gb-ram-256gb-original-1-year-warranty-by-oppo-malaysia-i2868610007.html,Oppo Reno7 Pro 5G Smartphone 12GB RAM 256GB (Original) 1 Year Warranty by OPPO Malaysia,startrails Blue ,3,RM2999.00,Smartphones
https://www.lazada.com.my/products/oppo-reno7-pro-5g-smartphone-12gb-ram-256gb-original-1-year-warranty-by-oppo-malaysia-i2868610007.html,Oppo Reno7 Pro 5G Smartphone 12GB RAM 256GB (Original) 1 Year Warranty by OPPO Malaysia,Starlight Black ,3,RM2999.00,Smartphones
https://www.lazada.com.my/products/samsung-galaxy-a22-5g-smartphone-8gb-ram-128gb-original-1-year-warranty-by-samsung-malaysia-i2863948294.html,Samsung Galaxy A22 5G Smartphone 8GB RAM 128GB (Original) 1 Year Warranty By Samsung Malaysia,Violet ,1,RM999.00,Smartphones
https://www.lazada.com.my/products/samsung-galaxy-a22-5g-smartphone-8gb-ram-128gb-original-1-year-warranty-by-samsung-malaysia-i2863948294.html,Samsung Galaxy A22 5G Smartphone 8GB RAM 128GB (Original) 1 Year Warranty By Samsung Malaysia,Black ,1,RM999.00,Smartphones
https://www.lazada.com.my/products/samsung-galaxy-a22-5g-smartphone-8gb-ram-128gb-original-1-year-warranty-by-samsung-malaysia-i2863948294.html,Samsung Galaxy A22 5G Smartphone 8GB RAM 128GB (Original) 1 Year Warranty By Samsung Malaysia,Mint ,1,RM999.00,Smartphones
https://www.lazada.com.my/products/dobe-tp5-0505-dual-charging-dock-for-ps5-wireless-controller-charger-original-i2180763976.html,Dobe TP5-0505 Dual Charging Dock For PS5 Wireless Controller Charger (Original),Not Specified ,2,RM69.00,Cables & Chargers
https://www.lazada.com.my/products/sony-mdr-xb55ap-black-extra-bass-in-ear-headphones-mdr-xb55apb-original-from-sony-malaysia-i1781452759.html,Sony MDR-XB55AP Black EXTRA BASS™ In-Ear Headphones MDR-XB55AP/B (Original) from Sony Malaysia,Black ,7,RM179.00,In-Ear Headphones
https://www.lazada.com.my/products/nintendo-switch-game-just-dance-2021-standard-edition-nintendo-switch-original-i2198020203.html,Nintendo Switch Game Just Dance 2021 Standard Edition Nintendo Switch (Original),Not Specified ,5,RM219.00,Console Games
https://www.lazada.com.my/products/realme-smart-band-black-colour-original-1-year-warranty-by-realme-malaysia-i1873716969.html,Realme Smart Band Black Colour (Original) 1 Year Warranty by Realme Malaysia,Black ,0,RM129.00,Smartwatches
https://www.lazada.com.my/products/sandisk-extreme-256gb-150mbs-sdhcsdxc-uhs-i-memory-card-original-i2831217973.html,SanDisk Extreme 256GB 150MB/s SDHC/SDXC UHS-I Memory Card (Original),256GB ,1,RM324.00,SD Cards
https://www.lazada.com.my/products/nintendo-switch-dobe-tns-1710-switch-console-joy-con-crystal-case-original-i2517918603.html,Nintendo Switch Dobe TNS-1710 Switch Console & Joy-Con Crystal Case (Original),Not Specified ,0,RM69.00,Cases & Covers
https://www.lazada.com.my/products/nintendo-switch-joy-con-lr-neon-red-neon-blue-by-nintendo-i2185930379.html,Nintendo Switch Joy-Con (L/R) - Neon Red / Neon Blue by Nintendo,Not Specified ,1,RM369.00,Controllers
https://www.lazada.com.my/products/sony-sf-8u6-sdhc-8gb-30mbs-sd-memory-card-original-i2769081234.html,Sony SF-8U6 SDHC 8GB 30MB/S SD Memory Card (Original),Not Specified 8GB ,5,RM49.00,SD Cards
https://www.lazada.com.my/products/nintendo-switch-dobe-tns-879-charging-dock-for-n-switch-joy-con-pro-controller-original-i2184876383.html,Nintendo Switch Dobe TNS-879 Charging Dock for N-Switch Joy-Con & Pro Controller (Original),Not Specified ,2,RM99.00,Cables & Chargers
https://www.lazada.com.my/products/sony-ps4-game-marvels-avengers-standard-edition-playstation-4-original-r3-i2186138564.html,Sony PS4 Game Marvel's Avengers Standard Edition Playstation 4 (Original) - R3,Not Specified ,3,RM229.00,Console Games
https://www.lazada.com.my/products/dobe-tns-1712-crystal-case-for-n-switch-console-original-i2184828316.html,Dobe TNS-1712 Crystal Case for N-Switch Console (Original),Not Specified ,2,RM49.00,Cases & Covers
https://www.lazada.com.my/products/sandisk-extreme-1tb-portable-ssd-v2-original-5-years-warranty-i2846050192.html,SanDisk Extreme 1TB Portable SSD V2 (Original) 5 Years Warranty,,3,RM1245.00,SD Cards
https://www.lazada.com.my/products/sandisk-extreme-64gb-150mbs-sdhcsdxc-uhs-i-memory-card-original-i2831121214.html,SanDisk Extreme 64GB 150MB/s SDHC/SDXC UHS-I Memory Card (Original),Black 64GB ,1,RM76.00,SD Cards
https://www.lazada.com.my/products/realme-smart-watch-original-1-year-warranty-by-realme-malaysia-i1874878235.html,Realme Smart Watch (Original) 1 Year Warranty by Realme Malaysia,Black ,0,RM299.00,Smartwatches
https://www.lazada.com.my/products/realme-watch-2-pro-original-1-year-warranty-by-realme-malaysia-i2514996433.html,Realme Watch 2 Pro (Original) 1 Year Warranty by Realme Malaysia,Grey Bluetooth ,2,RM299.00,Fitness Trackers
https://www.lazada.com.my/products/realme-watch-2-pro-original-1-year-warranty-by-realme-malaysia-i2514996433.html,Realme Watch 2 Pro (Original) 1 Year Warranty by Realme Malaysia,Silver Bluetooth ,2,RM299.00,Fitness Trackers
https://www.lazada.com.my/products/xiaomi-redmi-watch-2-lite-beige-color-original-i2800749886.html,Xiaomi Redmi Watch 2 Lite Beige Color (Original),,0,RM249.00,Smartwatches
https://www.lazada.com.my/products/sandisk-ultra-usb-30-flash-drive-pendrive-original-i2831173592.html,SanDisk Ultra USB 3.0 Flash Drive/ Pendrive (Original),32GB ,0,RM29.00,Flash Drives
https://www.lazada.com.my/products/sandisk-ultra-usb-30-flash-drive-pendrive-original-i2831173592.html,SanDisk Ultra USB 3.0 Flash Drive/ Pendrive (Original),64GB ,0,RM43.00,Flash Drives
https://www.lazada.com.my/products/sandisk-ultra-usb-30-flash-drive-pendrive-original-i2831173592.html,SanDisk Ultra USB 3.0 Flash Drive/ Pendrive (Original),128GB ,0,RM76.00,Flash Drives
https://www.lazada.com.my/products/sandisk-ultra-usb-30-flash-drive-pendrive-original-i2831173592.html,SanDisk Ultra USB 3.0 Flash Drive/ Pendrive (Original),256GB ,0,RM153.00,Flash Drives
https://www.lazada.com.my/products/xiaomi-redmi-watch-2-lite-black-color-original-i2801578157.html,Xiaomi Redmi Watch 2 Lite Black Color (Original),Black Bluetooth ,0,RM249.00,Fitness Trackers
https://www.lazada.com.my/products/sandisk-extreme-2tb-portable-ssd-e30-original-3-years-warranty-i2846158242.html,SanDisk Extreme 2TB Portable SSD E30 (Original) 3 Years Warranty,,3,RM1635.00,SD Cards
https://www.lazada.com.my/products/mcdodo-ca-7110-super-charge-micro-usb-data-cable-original-1-year-warranty-by-supplier-warranty-i2797622367.html,Mcdodo CA-7110 Super Charge Micro USB Data Cable (Original) 1 Year Warranty by Supplier Warranty,Black 1.2 ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-7481-silver-colour-digital-pro-micro-usb-data-cable-12m-original-i2794919513.html,Mcdodo CA-7481 Silver Colour Digital Pro Micro USB Data Cable 1.2m (Original),Silver 1.2 ,2,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-7430-durable-sr-full-compatible-usb-c-cable-15m-original-i2790938323.html,Mcdodo CA-7430 Durable SR Full Compatible USB-C Cable 1.5m (Original),Black 1.5 ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-7480-black-colour-digital-pro-micro-usb-data-cable-12m-original-i2790860766.html,Mcdodo CA-7480 Black Colour Digital Pro Micro USB Data Cable 1.2m (Original),Black 1.2 ,2,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-4600-aluminum-alloy-auto-power-off-lightning-cable-12m-original-i2786451062.html,Mcdodo CA-4600 Aluminum Alloy Auto Power Off Lightning Cable 1.2m (Original),Not Specified ,10,RM69.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-0940-type-c-to-dual-type-c-and-dc35mm-3-in-1-audio-adapter-original-i2786429207.html,Mcdodo CA-0940 Type C To Dual Type C And DC3.5mm 3 In 1 Audio Adapter (Original),Not Specified 0.11 ,9,RM119.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-8121-100w-zinc-alloy-gold-plated-pd-type-c-to-type-c-cable-12m-original-i2786428235.html,Mcdodo CA-8121 100W Zinc Alloy Gold Plated PD Type-C To Type-C Cable 1.2m (Original),Not Specified ,10,RM69.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-8320-pd-100w-90-angel-type-c-to-type-c-cable-12m-original-i2786425252.html,Mcdodo CA-8320 PD 100W 90 Angel Type-C To Type-C Cable 1.2m (Original),Not Specified ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ot-770-otg-lightning-to-usb-c-adapter-original-i2786403287.html,Mcdodo OT-770 OTG Lightning To USB-C Adapter (Original),Not Specified Lightning ,10,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-6110-usb-c-to-35mm-dc-audio-cable-adapter-11cm-original-i2786394447.html,Mcdodo CA-6110 USB-C To 3.5mm DC Audio Cable Adapter 11cm (Original),Not Specified ,9,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-6200-dual-color-led-zinc-alloy-auto-power-off-micro-usb-cable-original-i2786391471.html,Mcdodo CA-6200 Dual Color LED Zinc Alloy Auto Power Off Micro USB Cable (Original),Not Specified ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ot-8600-otg-usb-a-30-to-lightning-adapter-original-i2786385311.html,Mcdodo OT-8600 OTG USB-A 3.0 to Lightning Adapter (Original),Not Specified Lightning ,9,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-7520-right-angle-led-tpe-nylon-braided-usb-c-cable-12m-original-i2786346688.html,Mcdodo CA-7520 Right Angle LED TPE Nylon Braided USB-C Cable 1.2m (Original),Not Specified ,10,RM49.00,Cables & Converters
https://www.lazada.com.my/products/mcdodo-ca-0780-castle-series-lightning-to-355mm-male-cable-12m-original-i2786277857.html,Mcdodo CA-0780 Castle Series Lightning to 3.55mm Male Cable 1.2m (Original),Not Specified 1.2 ,10,RM59.00,Cables & Converters
https://www.lazada.com.my/products/xiaomi-redmi-watch-2-lite-blue-color-original-i2801636018.html,Xiaomi Redmi Watch 2 Lite Blue Color (Original),Blue Bluetooth ,1,RM249.00,Fitness Trackers
https://www.lazada.com.my/products/sandisk-ultra-256gb-120mbs-microsdxc-uhs-i-memory-card-original-10-years-warranty-i2831263845.html,SanDisk Ultra 256GB 120MB/s microSDXC UHS-I Memory Card (Original) 10 Years Warranty,256GB ,3,RM169.00,SD Cards
https://www.lazada.com.my/products/dobe-tp5-0504-dual-charging-dock-for-ps5-wireless-controller-charger-original-i2180861088.html,Dobe TP5-0504 Dual Charging Dock For PS5 Wireless Controller Charger (Original),Not Specified ,4,RM59.00,Cables & Chargers
https://www.lazada.com.my/products/dobe-tp4-882-multifunction-cooling-fan-stand-with-dual-charging-station-for-playstation-4-ps4-pro-ps4-slim-by-dobe-i2180037831.html,Dobe TP4-882 Multifunction Cooling Fan Stand with Dual Charging Station for Playstation 4 PS4 Pro PS4 Slim by DOBE,Black ,0,RM129.00,Cables & Chargers
https://www.lazada.com.my/products/nintendo-switch-game-crash-team-racing-nitro-fueled-original-i1745010185.html,Nintendo Switch Game Crash Team Racing Nitro Fueled (Original),Black ,0,RM169.00,Console Games
https://www.lazada.com.my/products/oppo-reno7-pro-5g-smartphone-12gb-ram-256gb-original-1-year-warranty-by-oppo-malaysia-i2868610007.html,Oppo Reno7 Pro 5G Smartphone 12GB RAM 256GB (Original) 1 Year Warranty by OPPO Malaysia,startrails Blue ,3,RM2999.00,Smartphones
https://www.lazada.com.my/products/oppo-reno7-pro-5g-smartphone-12gb-ram-256gb-original-1-year-warranty-by-oppo-malaysia-i2868610007.html,Oppo Reno7 Pro 5G Smartphone 12GB RAM 256GB (Original) 1 Year Warranty by OPPO Malaysia,Starlight Black ,3,RM2999.00,Smartphones
https://www.lazada.com.my/products/samsung-galaxy-a22-5g-smartphone-8gb-ram-128gb-original-1-year-warranty-by-samsung-malaysia-i2863948294.html,Samsung Galaxy A22 5G Smartphone 8GB RAM 128GB (Original) 1 Year Warranty By Samsung Malaysia,Violet ,1,RM999.00,Smartphones
https://www.lazada.com.my/products/samsung-galaxy-a22-5g-smartphone-8gb-ram-128gb-original-1-year-warranty-by-samsung-malaysia-i2863948294.html,Samsung Galaxy A22 5G Smartphone 8GB RAM 128GB (Original) 1 Year Warranty By Samsung Malaysia,Black ,1,RM999.00,Smartphones
https://www.lazada.com.my/products/samsung-galaxy-a22-5g-smartphone-8gb-ram-128gb-original-1-year-warranty-by-samsung-malaysia-i2863948294.html,Samsung Galaxy A22 5G Smartphone 8GB RAM 128GB (Original) 1 Year Warranty By Samsung Malaysia,Mint ,1,RM999.00,Smartphones
https://www.lazada.com.my/products/dobe-tp5-0505-dual-charging-dock-for-ps5-wireless-controller-charger-original-i2180763976.html,Dobe TP5-0505 Dual Charging Dock For PS5 Wireless Controller Charger (Original),Not Specified ,2,RM69.00,Cables & Chargers
https://www.lazada.com.my/products/sony-mdr-xb55ap-black-extra-bass-in-ear-headphones-mdr-xb55apb-original-from-sony-malaysia-i1781452759.html,Sony MDR-XB55AP Black EXTRA BASS™ In-Ear Headphones MDR-XB55AP/B (Original) from Sony Malaysia,Black ,7,RM179.00,In-Ear Headphones
https://www.lazada.com.my/products/nintendo-switch-game-just-dance-2021-standard-edition-nintendo-switch-original-i2198020203.html,Nintendo Switch Game Just Dance 2021 Standard Edition Nintendo Switch (Original),Not Specified ,5,RM219.00,Console Games
https://www.lazada.com.my/products/realme-smart-band-black-colour-original-1-year-warranty-by-realme-malaysia-i1873716969.html,Realme Smart Band Black Colour (Original) 1 Year Warranty by Realme Malaysia,Black ,0,RM129.00,Smartwatches
https://www.lazada.com.my/products/sandisk-extreme-256gb-150mbs-sdhcsdxc-uhs-i-memory-card-original-i2831217973.html,SanDisk Extreme 256GB 150MB/s SDHC/SDXC UHS-I Memory Card (Original),256GB ,1,RM324.00,SD Cards
https://www.lazada.com.my/products/nintendo-switch-dobe-tns-1710-switch-console-joy-con-crystal-case-original-i2517918603.html,Nintendo Switch Dobe TNS-1710 Switch Console & Joy-Con Crystal Case (Original),Not Specified ,0,RM69.00,Cases & Covers
https://www.lazada.com.my/products/nintendo-switch-joy-con-lr-neon-red-neon-blue-by-nintendo-i2185930379.html,Nintendo Switch Joy-Con (L/R) - Neon Red / Neon Blue by Nintendo,Not Specified ,1,RM369.00,Controllers
https://www.lazada.com.my/products/sony-sf-8u6-sdhc-8gb-30mbs-sd-memory-card-original-i2769081234.html,Sony SF-8U6 SDHC 8GB 30MB/S SD Memory Card (Original),Not Specified 8GB ,5,RM49.00,SD Cards
https://www.lazada.com.my/products/nintendo-switch-dobe-tns-879-charging-dock-for-n-switch-joy-con-pro-controller-original-i2184876383.html,Nintendo Switch Dobe TNS-879 Charging Dock for N-Switch Joy-Con & Pro Controller (Original),Not Specified ,2,RM99.00,Cables & Chargers
https://www.lazada.com.my/products/sony-ps4-game-marvels-avengers-standard-edition-playstation-4-original-r3-i2186138564.html,Sony PS4 Game Marvel's Avengers Standard Edition Playstation 4 (Original) - R3,Not Specified ,3,RM229.00,Console Games
https://www.lazada.com.my/products/dobe-tns-1712-crystal-case-for-n-switch-console-original-i2184828316.html,Dobe TNS-1712 Crystal Case for N-Switch Console (Original),Not Specified ,2,RM49.00,Cases & Covers
https://www.lazada.com.my/products/sandisk-extreme-1tb-portable-ssd-v2-original-5-years-warranty-i2846050192.html,SanDisk Extreme 1TB Portable SSD V2 (Original) 5 Years Warranty,,3,RM1245.00,SD Cards
https://www.lazada.com.my/products/sandisk-extreme-64gb-150mbs-sdhcsdxc-uhs-i-memory-card-original-i2831121214.html,SanDisk Extreme 64GB 150MB/s SDHC/SDXC UHS-I Memory Card (Original),Black 64GB ,1,RM76.00,SD Cards
https://www.lazada.com.my/products/realme-smart-watch-original-1-year-warranty-by-realme-malaysia-i1874878235.html,Realme Smart Watch (Original) 1 Year Warranty by Realme Malaysia,Black ,0,RM299.00,Smartwatches
https://www.lazada.com.my/products/realme-watch-2-pro-original-1-year-warranty-by-realme-malaysia-i2514996433.html,Realme Watch 2 Pro (Original) 1 Year Warranty by Realme Malaysia,Grey Bluetooth ,2,RM299.00,Fitness Trackers
https://www.lazada.com.my/products/realme-watch-2-pro-original-1-year-warranty-by-realme-malaysia-i2514996433.html,Realme Watch 2 Pro (Original) 1 Year Warranty by Realme Malaysia,Silver Bluetooth ,2,RM299.00,Fitness Trackers
https://www.lazada.com.my/products/sandisk-cruzer-glide-cz600-16gb32gb64gb128gb-m30-150mbs-usb-flash-drive-pendrive-originalsandisk-cruzer-blade-16gb-usb-flash-drive-20-electric-pink-original-5-year-warranty-i2870869475.html,SanDisk Cruzer Glide CZ600 16GB/32GB/64GB/128GB m3.0 150MB/s USB Flash Drive/ Pendrive (Original)SanDisk Cruzer Blade 16GB USB Flash Drive 2.0 - Electric Pink (Original) 5 Year Warranty,,5,RM28.00,Flash Drives
https://www.lazada.com.my/products/sony-mdr-e9lp-stereo-earphone-original-by-sony-malaysia-i1766622886.html,Sony MDR-E9LP Stereo Earphone (Original) by Sony Malaysia,Black ,7,RM30.00,In-Ear Headphones
https://www.lazada.com.my/products/sony-mdr-e9lp-stereo-earphone-original-by-sony-malaysia-i1766622886.html,Sony MDR-E9LP Stereo Earphone (Original) by Sony Malaysia,White ,0,RM30.00,In-Ear Headphones
https://www.lazada.com.my/products/sony-mdr-e9lp-stereo-earphone-original-by-sony-malaysia-i1766622886.html,Sony MDR-E9LP Stereo Earphone (Original) by Sony Malaysia,Grey ,8,RM30.00,In-Ear Headphones
https://www.lazada.com.my/products/sony-mdr-e9lp-stereo-earphone-original-by-sony-malaysia-i1766622886.html,Sony MDR-E9LP Stereo Earphone (Original) by Sony Malaysia,Blue ,113,RM30.00,In-Ear Headphones
https://www.lazada.com.my/products/sony-mdr-e9lp-stereo-earphone-original-by-sony-malaysia-i1766622886.html,Sony MDR-E9LP Stereo Earphone (Original) by Sony Malaysia,Pink ,139,RM30.00,In-Ear Headphones
https://www.lazada.com.my/products/sony-mdr-ex15ap-earphone-headphone-original-by-sony-malaysia-i1774914644.html,Sony MDR-EX15AP Earphone / Headphone (Original) by Sony Malaysia,White ,5,RM63.00,In-Ear Headphones
https://www.lazada.com.my/products/sony-mdr-ex15ap-earphone-headphone-original-by-sony-malaysia-i1774914644.html,Sony MDR-EX15AP Earphone / Headphone (Original) by Sony Malaysia,Black ,8,RM63.00,In-Ear Headphones
https://www.lazada.com.my/products/sony-sf-4n4-4gb-sdhcsdxc-memory-card-original-i2769110178.html,Sony SF-4N4 4GB SDHC/SDXC Memory Card (Original),Not Specified 4GB ,10,RM26.00,SD Cards
https://www.lazada.com.my/products/sandisk-extreme-64gb-160mbs-microsd-card-for-mobile-gaming-original-10-years-warranty-i2845979327.html,SanDisk Extreme 64GB 160MB/s microSD Card for Mobile Gaming (Original) 10 Years Warranty,,3,RM64.00,SD Cards
https://www.lazada.com.my/products/realme-smart-band-green-colour-original-1-year-warranty-by-realme-malaysia-i1873730931.html,Realme Smart Band Green Colour (Original) 1 Year Warranty by Realme Malaysia,Green ,1,RM129.00,Smartwatches
https://www.lazada.com.my/products/sony-mdr-ex15lp-white-in-ear-headphones-mdr-ex15lpw-original-1-year-warranty-by-sony-malaysia-i1727182947.html,Sony MDR-EX15LP White In-Ear Headphones MDR-EX15LP/W (Original) 1 Year Warranty By Sony Malaysia,White ,9,RM39.00,In-Ear Headphones
https://www.lazada.com.my/products/sony-wi-c400-black-wireless-in-ear-headphones-wi-c400b-original-from-sony-malaysia-i2034201784.html,Sony WI-C400 Black Wireless In-ear Headphones WI-C400/B (Original) from Sony Malaysia,Black ,2,RM279.00,In-Ear Headphones
